USERNAME,TEXT,RETWEETS,ABOUT_BASEBALL
rmonascal,"Que materias vas a dar el proximo trimestre? — Tentativamente, Lab de Algoritmos 1 y Computación 1. :) http:// l.ask.fm/igoto/45DKECN7 5V62DDAUPY6IQO7R6KDDHLAJQHZ6RR5RCD43F55J2RWZGYSPFNH46SZXL2Z7QEAOAYUWOPQT3UY7C65IGTZ3JGBAUUIAPR2ICZXQSK7VB2KC6IF7QKUP5UTXTXXJSBY343NHHGMVJSPAYQR66HBWXZUY2PTVL6DKWHX6AUXIDJXGDZXP5VB2JYXAWJQOC=== …",0,0
jqoriginal,Disfrutando de los Grammy y pensándo que debemos tomar ejemplo de… https://www. instagram.com/p/BM7uL4cjB-5q fhf4h3XfHeUE4sZBHvQg5Ju_rQ0/ …,0,0
jqoriginal,No es mi Jefe de Seguridad. No es mi Guardaespaldas. Es el muchacho de la Pelicula . Les presento… https://www. instagram.com/p/BNz_Ltlj9CS/,1,0
jqoriginal,HOY ES MI DIA Este dia se resume a una Pelicula : Hombres de Honor. Hay una frase que nunca he… https://www. instagram.com/p/BNZD9ljjxjG/,1,0
jqoriginal,Desayuno al estilo @andavnzla Mejor domingo Imposible #desayuno #comida https://www. instagram.com/p/BLWOHxsDerv/,1,0
jqoriginal,Otra cosa estimada @AMAZINGBARBARA no se dice vamos a escuchar una música . Se dice: vamos a escuchar un tema musical. Éxitos!,1,0
jqoriginal,Llego el dia. A los pies de Cruz Diez. Te Amo Venezuela. #aeropuerto #avion #ida #pais … https://www. instagram.com/p/BOjwzy5jHbi/,0,0
JLQEnrique,1)- 5 Cosas que te gusten y Que es lo mas loco que has … — El beisbol La comida alguien de mi liceo trotar y hacer… http:// l.ask.fm/igoto/45DKECN7 5V62DDAUPY6IQO6G6GNTJPAPQ7A67WHGKHV2XYNMYIYNC6KOFRBMSSZXL2672EQBJNRH6FIN5U36Y3N7NLRP5BJDXAAQDBCPIR3SEK6PA6MD4JHXTT5O5VDVTCUYAVIDZXKE3F4EICDQURLE72IHT74O23OURUDLTKWI2I47GRDX5XPV2BALT47GRM7YYSYZ …,0,0
VeneIdeal,Hay muchos jovenes en Venezuela preparando comida para los mas pobres y miren que belleza de video.... http:// fb.me/QJzTYvRv,49,0
VeneIdeal,"La seguridad se construye desde la base de los Valores, dando a los jóvenes opciones para involucrarse en la sociedad. Ej. Deporte, musica",32,0
VeneIdeal,""".. La #Fundacion Madre MARIA LUISA CASAR necesita de tu ayuda. Les cuento, Montamos el Proyecto del Jenaro... http:// fb.me/1zGRfCNcF",0,0
CJBecas,#8Dic | Estaremos en el #Play de la #Fundación Manny Acta en #SanPedro de #Macoris | #Beisbol #Tryout #Dominicana pic.twitter.com/bmIpje6O7r,0,0
BeisbolConTodo,Feliz y bendecido almuerzo que la comida nunca falte en tu mesa. pic.twitter.com/koBKBKX6lH,0,0
BeisbolConTodo,Gracias a la Fundación Danac de @EmpresasPolar por la invitación del encuentro con #MediosDeComunicacion este miércoles 16 allí estaremos.,0,0
BeisbolConTodo,Este miércoles estaremos compartiendo con la Fundación Danac de @EmpresasPolar en San Felipe Edo Yaracuy. pic.twitter.com/nDljSFerXG,0,0
BeisbolConTodo,Este viernes 11 de noviembre la Fundación @MiguelCabrera realizará en el estadio José Bernardo Pérez de valencia el evento Miggy Ball. pic.twitter.com/PHfOrNuRfV,0,0
BeisbolConTodo,Este viernes 11 de noviembre la Fundación @MiguelCabrera realizará en el estadio José Bernardo Pérez de valencia el evento Miggy Ball. pic.twitter.com/5loNgpOAX1,0,0
BeisbolConTodo,Este viernes 11 de noviembre la Fundación @MiguelCabrera realizará en el estadio José Bernardo Pérez de valencia el evento Miggy Ball. pic.twitter.com/Vc8TXKYN8R,0,0
Leonardo_140,"NO HAY EFECTIVO y Mañana es fin de Semana ""Que empiece el juego del socialismo del Siglo 21""",0,0
Leonardo_140,Con los precios de los productos increíblemente altos y el Gob mata el efectivo con q es los pobres compran la comida son unos retrasados,0,0
JaimezJacinto,#EsDeViernes arrancar a escuchar música bolichera en el trabajo.,2,0
EmmanuelGMarttz,Celebra FMVZ-UAT 59 aniversario de su fundación http://www. sintesisdelgolfo.com/celebra-fmvz-u at-59-aniversario-fundacion/ … pic.twitter.com/ULiR3YBdqh,0,0
RobyKing,Lejos de incorporarse piezas se fueron lesionando jugadores lo que complicó por completo el panorama. El final será de película de terror.,0,0
RobyKing,#LVBP SE ACABÓ! @chevitogonzalez con tres pitcheos acabó la película . #Tiburones gana 11-5 a #Magallanes . A celebrar #PaEncima,4,0
RobyKing,#LVBP Importante reacción ofensiva: con el HR de Mayora la película se parecía a la de los dos días anteriores. #Tiburones armó emboscada.,1,0
RobyKing,"Sin real, sin internet bueno, sin comida , sin navidad. De tanto aburrimiento vamos a tener que protestar para pasar el rato.",1,0
RobyKing,Pero si en todo establecimiento de comida piden es efectivo como se hace? https:// twitter.com/BcodeVenezuela /status/799990888646803456 …,0,0
RobyKing,"""Los zurdos son la comida de mis hijos"". René Reyes antes de ser ponchado por Helmis Rodríguez.",1,0
RobyKing,Por suerte la música es gratis.,0,0
RobyKing,Música dramática! Ya esto se veía venir previo al encuentro. https:// twitter.com/tiburones_net/ status/797879625120681984 …,1,0
RobyKing,Se va a empatar el juego. Hale sale del juego y creo que va directo al aeropuerto .,2,0
RobyKing,#LVBP El nuevo big leaguer @Cafejr40 llegó a Venezuela y los recibieron en gran en el aeropuerto . #Tiburones,9,0
segovia_mauro,@MariaDeLisa @ldvalera seguro esto lo venden en Cine Citta,0,0
mariafe77850252,@carlosvives creemr que si tu no estuvieras en esa canción shakira por lo menos no por ahora ae gana un grammy,0,0
mariafe77850252,@carlosvives soy venezolana pero se que eres un icono en ma musica colombiana que trasmite esplendor en el mundo mia respetos y admiracion,0,0
sluggerscorpo,A sólo horas de hacerse oficial el retiro del quien hoy será el muchacho de la pelicula . Adiós a un grande de la pelota rentada de Venezuela pic.twitter.com/zxujHunccP,2,0
sluggerscorpo,El Director Internacional Carlos Ríos @rioscaribes se topó en el aeropuerto de #miami con los Grandes Ligas Melkys Cabrera y @fran_cervelli pic.twitter.com/3SUh96cXPq,2,0
academywbt,"Fundación 1.000 Sonrisas, su Presidente, Víctor Vázquez y equipo de valiosos colaboradores, mejoran calidad de vida de niños con el deporte pic.twitter.com/CIJIZPMdZH",0,0
academywbt,"En la foto, Juan Gomez, Elison Forero, Omar Vizquel, Prof. Andrew y Víctor Vazquez, labor social a beneficio de Fundación 1.000 Sonrisas. pic.twitter.com/YZgUquO3K6",0,0
academywbt,Cierre de la Miggy Ball 24 del 2016 con la participación de niños de 8 a 10 años. Fundación Miguel Cabrera y WBTA haciendo historia!! pic.twitter.com/VD6yZaSHrB,0,0
academywbt,"Miguel Cabrera, Prof. Andrew y Juan Gomez en cierre Gira Miggy Ball 24 en Maracay. Evento organizado por su fundación con apoyo de la WBTA. pic.twitter.com/xx3WvQXO5B",0,0
academywbt,"Fundación Miguel Cabrera y Academywbt, en evento divertido y ameno, la Miggy Ball 24, con asistencia de 200 niños. Un éxito! pic.twitter.com/Y2JC6AER1A",0,0
TECNOLOCOFUL,Nuestro Libertador Simón Bolívar mas vivo que nunca !!! #PuebloResteadoEnCaracas pic.twitter.com/RzBMoE0P1r,1,0
TECNOLOCOFUL,Pdte. @NicolasMaduro “Este es el sable original de Simón Bolívar . Es el sable victorioso del Pueblo”. pic.twitter.com/c69Z4On7kC,1,0
TECNOLOCOFUL,"El padre de la Patria, Simón Bolívar , en el billete de Bs. 20.000 #ConoMonetarioBCV pic.twitter.com/8eGqJpTnzc",0,0
TECNOLOCOFUL,"Hace 12 años nació el ALBA, hoy ALBA-TCP, bastión de los pueblos del Sur para consolidar el socialismo del siglo https:// XXI.pic.twitter.com/Tg5zxcNaph",0,0
TECNOLOCOFUL,#AHORA | Presidente @NicolasMaduro hace acto de presencia en el despliegue del Socialismo Territorial pic.twitter.com/b01QkEPmm7,2,0
TECNOLOCOFUL,¿hay PENDEJOS que creen que la USURA es una caracteristica del socialismo ? No señor! Esto es ¡CAPITALISMO POPULAR! Pueblo ROBANDO a pueblo.,0,0
TECNOLOCOFUL,#UnParaoAlFraude porque dirigimos la patria bajo la norma legal que establece nuestra Carta Magna y seguiremos construyendo el socialismo pic.twitter.com/mPJRPh0o2o,1,0
TECNOLOCOFUL,"#GolpeDeTimonPaVencer Un presupuesto para la protección del pueblo: 73,6% en inversión social. Solo en socialismo . Via @CiudadCCS pic.twitter.com/outqlsYdwq",0,0
TECNOLOCOFUL,Con #GolpeDeTimonPaVencer se da impulso a la Revolución Bolivariana y a la construcción del socialismo del S.XXI pic.twitter.com/e41CPzXgsz,0,0
TECNOLOCOFUL,Como siga el aumento de los precios de la comida será más fácil rascarse (beber alcohol hasta quedar OUT) que alimentarse... XD,1,0
TECNOLOCOFUL,"Eskuacas Lorenzo Mendoza va a ir preso, usa los $ de la comida para producir curda! Funcionarios del Sebin deben METERLO PRESO! pic.twitter.com/coTCV877TC",4,0
TECNOLOCOFUL,Si tuvieras hambre estarías desesperado en la calle buscando comida y no tuiteando estupideces detrás de un teclado. https:// twitter.com/eltarotissta/s tatus/790278744959229953 …,2,0
TECNOLOCOFUL,"Así lo ve ""Pepe"" Mujica: Venezuela abandonó la agricultura y por eso quedó sin comida https:// goo.gl/t6g2I2 pic.twitter.com/Q5pARJE6QI",0,0
drjulioosorio25,Mira coñisimo e tu madre tanto usted como el gobierno tienen al pueblo arrecho en esta verga lo que el pueblo quiere es paz comida medicina,0,0
drjulioosorio25,Coño hasta cuando tanta habladera porque ustedes no solicitan empleo para todo los profesionales egresados de las universidades y comida,0,0
drjulioosorio25,@ComandoSB @hcapriles seguro que los tuyos tienen zapato y comida para ir a la escuela tengan moral y ética que el pueblo no es pendejo,0,0
chvijose,Vender cabello para comprar comida : un negocio que crece en la frontera http:// elestimulo.com/elinteres/vend er-cabello-para-comprar-comida-es-un-negocio-que-crece-en-la-frontera/ …,6,0
destiario,#24Dic [ⒸⒸ]➥ Tecleando en dictadura ☛ http:// bit.ly/2fOSJyX #Venezuela #AmericanCrime #LondonSpy #GoldenGlobe #Oscar #SeriesTV #Cine,1,0
elmonstruoverde,..un referente del cine español. Bella mujer. Bien por @TeleTTV,1,0
elmonstruoverde,Clint Eastwood: “Leo una historia y veo la película que haré. Eso es todo” http:// cultura.elpais.com/cultura/2016/1 1/03/actualidad/1478166968_990837.html?id_externo_rsoc=TW_CC … vía @el_pais,0,0
elmonstruoverde,"Veo una hermosa película por @TeleTTV El viaje de Carol. Hermosa película que retrata un momento importante de España. Clara Lago, todo ...",1,0
elmonstruoverde,EL PAÍS y Dudamel se unen para inspirar con la música http:// cultura.elpais.com/cultura/2016/1 2/21/actualidad/1482347754_493154.html?id_externo_rsoc=TW_CC … vía @el_pais,0,0
elmonstruoverde,Benny More: Vida y Musica del Barbaro del Ritmo ( Musica Cubana) https:// youtu.be/-57mcS8iEXw vía @YouTube,0,0
elmonstruoverde,Cuba: Todo el Mundo es Música (Documental Santiago de Cuba) https:// youtu.be/zeHHn26dW30 vía @YouTube,0,0
GioV666,Socialismo del Sigo XXI: Sacudirse los muertos https:// twitter.com/CaraotaDigital /status/810827524611731456 …,0,0
10Chuchingo,@caraquistas @ManuelN2000 para nada lo que si es extraño esque juegue el frustrado medina y no cleulis rondon y eglesthon a pasear al pais,0,0
10Chuchingo,@indignadosvene2 que fino donde firmaron esa pelicula,0,0
bluetwin,"@FernandoPascuaI @HugoCotes lo proximo es una pelicula ... ""El Mago de Cleveland"", invitado especial a Space Jam 2",0,0
bluetwin,"Pensé que la pelicula ""Snowden"" tendría mas impacto, pero veo refleja lo evidente, da una visión mas clara de porque ganó Trump.",0,0
bluetwin,"Hand of stone / Mano de Piedra, película acerca de la vida de Duran, creo que merecía un mejor reparto y un mejor guión.",0,0
bluetwin,"Pobre Estrellas Orientales, despidieron a Audo y se han metido en comida de once varas, pobre Toros, recogieron a Audo y están peores.",1,0
bluetwin,"@Lissette2402 recuerdo unos jugadores de baseball impresionados al ver toda la comida que le pusimos en la mesa, esa es la dignidad cubana.",0,0
bluetwin,"@CleiTiger la comida que muestran los dientes, con ese relajo se abrochaba to' lo que había. (2/2)",0,0
bluetwin,@HugoCotes @DahianJahel la peor maldad seria comerse la comida de Dahian mientras hace de Mannequin Challenge',0,0
bluetwin,"@HugoCotes @DahianJahel Me gustaría encontrarlo en Mannequin Challenge con un plato de comida , asi lo dejo sin nada mientras esta frisado.",0,0
bluetwin,"@yarletapia @CleiTiger @DahianJahel Nooo, que lo pondrá a gastar hasta el ultimo, solo en comida lo quiebra.",0,0
bluetwin,@yarletapia @CleiTiger @MarcelleMarie2 @HugoCotes @DahianJahel Se fue al robo y lo esperaron con la banda de música .,0,0
bluetwin,"@Edwing_LR @CleiTiger para no mencionar mas, pero me enfocare en la buena música que han hecho.",0,0
bluetwin,@anibalromeroliz lo estan por traer por el aeropuerto del cibao...,0,0
arteagacaraquis,"@alexpinto1989 @pedrojotass verga panas, la situacion pais esta mal, pero no creo que esos importados no tengan comida .",0,0
arteagacaraquis,"@yonnel53 exacto la gente no va dejar llevar comida para su casa, para ir a un juego de pelota, la perdida del poder adquisitivo nos mato.",0,0
joseachirinos85,@kikoperozo buena pelicula ... lastima el desenlace del conde,0,0
JoseGasspar,"""Los zurdos son la comida de mis hijos"". René Reyes.",1,0
JoseGasspar,"@CarlosDBautista A nadie le importa la gente, políticos al fin. ¿Medicinas, la comida el R. R?. Ellos por los ""presos políticos"".",0,0
JoseGasspar,"Pero que vaina con estos ""presos políticos"", queremos es canal humanitario: medicinas y comida . ¡Elecciones!",2,0
JoseGasspar,"Se instala la Asamblea, 1er tema de agenda, ""presos políticos"", mesa de ""diálogo"" de nuevo, ""presos políticos"". Y las medicinas? La comida ?",5,0
JoseGasspar,"@RobyKing no es solo el precio, ni que pongan entrada libre, yo no voy, todo es demasiado caro: la comida , la bebida, el taxi y el hampa.",3,0
JoseGasspar,"""Los zurdos son la comida de mis hijos"", René Reyes.",1,0
CarlosDBautista,27/12 Nace Manuela Sáenz (1797). Simón Bolívar llega a la población colombiana de Mompox (1812). Festividad de San Benito de Palermo.,2,0
CarlosDBautista,"17/12 Murió El Libertador Simón Bolívar (1830), falleció Juan Vicente Gómez (1935). Estrenan serie Los Simpson (1989)",2,0
CarlosDBautista,06/12 Inauguración de Las Torres del Centro Simón Bolívar (1954). Su altura durante muchos años fue símbolo de la ciudad capital,2,0
CarlosDBautista,"20/11 Simón Bolívar Decreta la Octava Estrella en la Bandera Nacional (1817), Día de Los Derechos del Niño, Día de la Memoria Transexual",1,0
CarlosDBautista,07/11 Inauguran en la Plaza Bolívar de Caracas estatua ecuestre del Libertador Simón Bolívar (1874),0,0
CarlosDBautista,"14/10 Simón Bolívar recibe el título de “Libertador de Venezuela” en 1813, Día Mundial del Donante de Órganos y Tejidos.",2,0
CarlosDBautista,"07/10 Muere María Antonia Bolívar Palacios (1842), hermana mayor del Libertador Simón Bolívar y Festividad de la Virgen del Rosario.",1,0
CarlosDBautista,@jesusalfredoSP El secuestro de Juan Manuel Fangio ocurrió en La Habana en 1960. Dos días y lo liberaron. La película se filmó,0,0
CarlosDBautista,"Gobernador de Bolívar insiste en que saqueos fueron inducidos. Claro que si, inducidos porque no hay comida , ni dinero. ¡Que pendejada!",6,0
CarlosDBautista,"Gobernador de Bolívar dice que situación de saqueos ""fue inducida"". Claro, provocada porque no hay comida y el hambre es el detonante. Ufff",9,0
CarlosDBautista,Conversé con gente relacionada con ventas de comida y cerveza en el Universitario. Están preocupados por su inversión. Esperan repunte,3,0
CarlosDBautista,"@diomer_lopez También servirá para medir el consumo, no de cerveza porque está baratona, pero si de comida que anda por las nubes",0,0
CarlosDBautista,Me informan desde Maturín multarán a #FVF por la música . Trataron de evitar que cánticos antigobierno se percibieran en emisiones de TV,3,0
apinojoves,@andrychirinos16 debemos sentir frustración arrechera pero no debemos aflorar ello. Si vas a ver una película y es mala no quemas el cine,0,0
JorgeUAM21,Jajaja con ese cuento aparecen siempre. Que nunca pudieron construir el socialismo y por eso fueron un desastre https:// twitter.com/TienesUnMoc0/s tatus/799781647717699584 …,0,0
JorgeUAM21,"@pulidojorge En la película en vivo. Bobo,se te olvido la nariz llena de sangre?",0,0
JorgeUAM21,"@MaykellJoelHT Si. Lo único q faltaba. Pero doblaba la cuadra y había harina. Alcohol, comida , de todo. Ahora nada :/",0,0
JorgeUAM21,"Ir al béisbol no es sólo pagar la entrada al juego. Es comida , q si tu hijo pide agua, refresco, un tostón, un maní, taxis..",1,0
JorgeUAM21,"@marioriera Pero ya va, ahora resulta q todo el q esta en la basura esta buscando comida y no es así, los veo es buscando latas, Pet...",0,0
JorgeUAM21,"Hay gente que habla paja por hablar, no va ni una hora que se accidentó muy cerca del aeropuerto . https:// twitter.com/balesismo/stat us/803470721859063808 …",0,0
JorgeUAM21,El aeropuerto q sirve a Medellín esta en Rionegro a las afueras de la ciudad. El accidente fue cerca del aeropuerto .,0,0
JorgeUAM21,@Neriojosex @mariomax7 Exactamente. Pero como en Águilas todo es un misterio no sabremos hasta cuándo estén en el aeropuerto .,1,0
JorgeUAM21,"Exactamente. Pero no me parece malo, dígame cuándo tenia q madrugar pa ir al aeropuerto . 15 pesos 350 cc de café jaja https:// twitter.com/marioriera/sta tus/798363964035989504 …",0,0
JorgeUAM21,"Hay gente mamaguevo. La tripulación estaba vencida. Así no pueden volar, no era mejor bajar y esperar en el aeropuerto !? https:// twitter.com/laopinioncucut a/status/796752463202287616 …",0,0
JorgeUAM21,@Meteorolar @marioriera Envidia? Eso lo dijeron en alerta aeropuerto en Nat Geo. busque en internet y hay mil informes sobre eso.,0,0
tomperiodista20,@MaiahOcando Si :-( así se despide otro grande de la música . Acabo de verlo,0,0
VictorTovar91,"La sociedad venezolana, o una parte de ella fue infectada con cosas terribles, anarquía y delincuencia, el fruto de 17 años de "" Socialismo "".",2,0
VictorTovar91,"@mariomax7 Me habías dejado de seguir, provoca lanzarte un patacón, pero no estoy en el Zulia... Aunque la comida no se debe desperdiciar",0,0
VictorTovar91,"#SOSCiudadBolivar La situación en Cdad. Bolívar es espantosa. Esto ya no es por comida , se convirtió en anarquía, delincuencia y aberración.",30,0
VictorTovar91,Hay que ser muy miserable y muy marginal para estar contento en una marcha oficialista cuando no hay para comprar comida ni afines.,2,0
VictorTovar91,"@RTonna Y cómo coño va a comprar comida si hasta hay problemas con las transacciones electrónicas, mucho menos las transferencias, por Dios.",0,0
VictorTovar91,"Muchos perdieron plata por tener cantidades de billetes Bs.100, al estos no tener validez, la población pierde posibilidad de comprar comida",1,0
VictorTovar91,"Cuando sería comprensible (no lo apoyo jamás) el saqueo a tiendas o negocios de comida , ¿por qué coño tienen que saquear una zapatería?",0,0
VictorTovar91,"No me importa que baje a 0, lo que quiero es efectivo para poder comprar comida porque no tengo ni para comerme una galleta. https:// twitter.com/DolarToday/sta tus/809750187845550080 …",0,0
VictorTovar91,Cada quien tiene su maña para la comida .,0,0
VictorTovar91,Hablar de comida a esta hora es algo criminal.,0,0
VictorTovar91,"@AndresPrado_ Para que sigas diciendo que es pura paja y vaina, ya se cumplen 24h desde que los vecinos han tenido música a volumen alto.",0,0
VictorTovar91,"De paso que la mayoría de la música que ponen es de Ozuna, como el estúpido tema ""Corazón de Seda"".",0,0
VictorTovar91,"Pues sí, aquí trasnochado por culpa de los vecinos que llevan 17 horas con música (muchas con alto volumen). La policía no hace un carrizo.",0,0
VictorTovar91,"Nadie se va a de este mundo sin pagarla, sobre todo aquellos vecinos que ponen música a todo volumen desde esta hora hasta las 4am.",1,0
solotigreros,Esta película ya la he visto y el final no me gusto...,2,0
AngelDz32,Obra que solo puede ser hecha en Socialismo y Revolucion https:// twitter.com/LuisSegoviaSS/ status/793246426130223104 …,0,0
AngelDz32,Coño Rolo e Rumba en fuerte Tiuna con TV incluída .. Que Viva el Socialismo !!! PLOP,2,0
AngelDz32,Vi la película del #ElInca y coño sin palabras ps !,0,0
AngelDz32,Esta película la ví en vhs ... Y el vídeo en MTV ... https:// youtu.be/bD3S3kurYVA,0,0
AngelDz32,"No hay gasolina, no hay real,no hay transferencia, no hay puntos de ventas, no hay comida , no hay medicina ... ¿entonces que es lo que hay?",0,0
AngelDz32,Ahorita con esa música salen las misses montadas en la Meru PLOP #MissVenezuela #BendecidasYAfortunadas,0,0
AngelDz32,Estas en míami tipo normal te vas a comer la empanada de pollo y te vas en vómito recordando el pollo violado jajajajajajajajaja ..,0,0
AngelDz32,Jajajajajajajajaja yo solo rt .. *le causa un trauma no come mas empanada de pollo* https:// twitter.com/MagdalenaNikon /status/801985131598794752 …,0,0
EUDIT0,@deportes_ur el día de la marmota es una película dnd para murray todos los días son iguales desde que se despierta Así como los de leones,1,0
EUDIT0,@arreazaortega el día de la marmota es una película dnd para murray todos los días son iguales desde que se despierta Así como los de leones,1,0
Harlen03,"Mi primera gorra de la mayores, fue de #Indians gracias a la película ""grandes ligas"" y posteriormente a un tal @VizquelOmar13",0,0
SangreVT,"#VamosVinotinto | Veronica Herrera: ""Estaba en un restaurant con mi mamá y un mesonero me pidió matrimonio"" ¿Que... http:// fb.me/3172NMOFu",0,0
SangreVT,Sabías que..? Un dia como hoy #17Dic en el año 1830 murió El Libertador Simón Bolîvar .,0,0
SangreVT,Falta poco! @ArangolFilm 'La Película ' 09 de diciembre (Sólo en cines) pic.twitter.com/whVqNVJY3Q,3,0
SangreVT,"#LVBPxSVT | El Equipo Navegantes del Magallanes hoy cumple su aniversario de fundacion 99, Equipo de Beisbol... http:// fb.me/8fM3Z7O4m",0,0
javiergon56,"5/12/1941: En el cine Continental de Caracas se estrena la conmovedora película: “Cuando los hijos se van”, con Fernando Soler y Sara García",0,0
javiergon56,"5/12/1941: En el cine Continental de Caracas se estrena la conmovedora película : “Cuando los hijos se van”, con Fernando Soler y Sara García",0,0
